article_name,article_quality,country,revision_id,population
Mahmoud al-Radi,Stub,Iraq,715362468,40.2
Alexander Frick,Start,Liechtenstein,715368862,0.04
Joaquín Vicuña,Stub,Chile,715372716,18.6
Francisco de Oliveira Dias,Stub,Portugal,715379110,10.3
Leonardo Ribeiro de Almeida,Stub,Portugal,715379252,10.3
Teófilo Carvalho dos Santos,Start,Portugal,715379279,10.3
Antanas Purėnas,Stub,Lithuania,715380075,2.8
Ivan Muravyov-Apostol,Start,Russia,715380185,147.3
Diego González Montero Justiniano,Stub,Chile,715396243,18.6
Kai Feng (politician),Stub,China,715413994,"1,393.8"
Ellen Birgitte Pedersen,Stub,Norway,715414338,5.3
Wilhelm Carpelan,Stub,Sweden,715432336,10.2
Jachan Mandir Omach,Stub,Uganda,715433158,44.1
Karol d'Abancourt de Franqueville (lawyer),Stub,Poland,715437009,38.4
José Luis Santiago Vasconcelos,Stub,Mexico,715440423,130.8
Amat al-Razzak Hammed,Stub,Yemen,715443678,28.9
Anthony Boatswain,Stub,Grenada,715445062,0.1
Roland Bhola,Stub,Grenada,715445111,0.1
Patrick Simmons (politician),Stub,Grenada,715445524,0.1
Leslie Boseto,Stub,Solomon Islands,715445577,0.7
Peter Boyers,Stub,Solomon Islands,715445595,0.7
Seth Gukuna,Stub,Solomon Islands,715445640,0.7
Francis Zama,Stub,Solomon Islands,715445656,0.7
Edward Huni'ehu,Start,Solomon Islands,715445694,0.7
Sam Iduri,Start,Solomon Islands,715445709,0.7
Toswel Kaua,Start,Solomon Islands,715445736,0.7
Matthew Wale,Stub,Solomon Islands,715445793,0.7
Clement Kengava,Stub,Solomon Islands,715445819,0.7
Johnson Koli,Stub,Solomon Islands,715445844,0.7
Nollen Cornelius Leni,Stub,Solomon Islands,715445880,0.7
Japhet Waipora,Stub,Solomon Islands,715445901,0.7
Varian Lonamei,Stub,Solomon Islands,715445967,0.7
Patrick Vahoe,Stub,Solomon Islands,715445987,0.7
Siriako Usa,Stub,Solomon Islands,715446090,0.7
Nelson Ne'e,Start,Solomon Islands,715446112,0.7
Trevor Olavae,Stub,Solomon Islands,715446138,0.7
Selwyn Riumana,Stub,Solomon Islands,715446215,0.7
Augustine Taneko,Stub,Solomon Islands,715446360,0.7
Peter Tom (politician),Stub,Solomon Islands,715446443,0.7
Ednan Karabayev,Stub,Kyrgyzstan,715447516,6.1
James H. Stuart,Stub,Canada,715457941,37.2
Francisco José Pinheiro,Start,Brazil,715459766,209.4
Elísio de Figueiredo,Stub,Angola,715463290,30.4
Carlo Fadda,Stub,Italy,715465186,60.6
Philippe Adnot,Stub,France,715472892,65.1
Tahiry Mosa,Stub,Madagascar,715475421,26.3
Jean-Claude Danglot,Stub,France,715479376,65.1
Jean-François Voguet,Stub,France,715479526,65.1
Raymond Pitcairn,Stub,United States,715485245,328
Didier Borotra,Stub,France,715485353,65.1
Balzer Jacobsen,Stub,Denmark,715490796,5.8
Thorkild Fjeldsted,Stub,Iceland,715490931,0.4
Jacob Hveding,Stub,Norway,715490946,5.3
Oliverotto Euffreducci,Start,Italy,715493069,60.6
José Miguel Alemán,Start,Panama,715499439,4.2
Liljana Lučić,Stub,Serbia,715499481,7
Yvon Collin,Stub,France,715500399,65.1
Mory Sinkoun Kaba,Start,Guinea,715505780,11.9
Mluleki George,Stub,South Africa,715511188,57.7
Máximo Santos,Start,Uruguay,715512005,3.5
Joseph François Augustin Monneron,Stub,France,715517188,65.1
Jacques Muller,Stub,France,715520459,65.1
Miguel Alberto Flangini Ximénez,Stub,Uruguay,715524072,3.5
Jean-Pierre Plancade,Stub,France,715528371,65.1
Alex Türk,Stub,France,715529095,65.1
Raymond Vall,Stub,France,715529112,65.1
François Vendasi,Stub,France,715529188,65.1
Julius Ailio,Stub,Finland,715533582,5.5
Juhani Arajärvi,Stub,Finland,715533618,5.5
Arthur Castrén,Stub,Finland,715533684,5.5
Leo Ehrnrooth,Stub,Finland,715533871,5.5
Selim Ekbom,Stub,Finland,715533892,5.5
Anders Henrik Falck,Stub,Finland,715533919,5.5
Mikhail Fyodorovich Ganskau,Stub,Finland,715534017,5.5
Johan Ulrik Sebastian Gripenberg,Stub,Finland,715534050,5.5
Lennart Gripenberg,Stub,Finland,715534065,5.5
Lars Gabriel von Haartman,Stub,Finland,715534100,5.5
Viktor Hedlund,Stub,Finland,715534135,5.5
Valde Hirvikanta,Stub,Finland,715534150,5.5
Gissur Petersson,Stub,Iceland,715534283,0.4
Aleksander von Kothen,Stub,Finland,715534986,5.5
Carl Fabian Langenskiöld,Stub,Finland,715535053,5.5
Oskari Wilho Louhivuori,Stub,Finland,715535153,5.5
Karl August Ramsay,Stub,Finland,715535384,5.5
Felix Saarikoski,Stub,Finland,715535467,5.5
Onni Schildt,Stub,Finland,715535499,5.5
Teodor Sillman,Stub,Finland,715535795,5.5
Aleksander Strandman,Stub,Finland,715535887,5.5
Georg Myasnikov,Stub,Russia,715539821,147.3
Lucien-Rene Duchesne,Stub,France,715545940,65.1
Somsak Prissanananthakul,Start,Thailand,715550042,66.2
Abdurraman Dibra,Stub,Albania,715550103,2.9
Juan Carlos Pugliese,Stub,Argentina,715553024,44.5
Enrique Nosiglia,Stub,Argentina,715553293,44.5
Antonio Tróccoli,Stub,Argentina,715553355,44.5
Kim Young-il,Stub,"Korea, South",715553965,51.8
Turar Ryskulov,Stub,Kazakhstan,715554171,18.4
Jhonny Haikella Hakaye,Stub,Namibia,715558961,2.5
José David Name,Stub,Colombia,715559641,49.8
Pinheiro Machado (politician),Stub,Brazil,715561395,209.4
Bal Bahadur Rai,Stub,Nepal,715562284,29.7
Washington García Rijo,Stub,Uruguay,715565803,3.5
Ope Pasquet,Stub,Uruguay,715567559,3.5
Alberto Fermín Zubiría,Stub,Uruguay,715571568,3.5
Ariel Riani,Stub,Uruguay,715574005,3.5
José Antonio Gómez Urrutia,Stub,Chile,715574067,18.6
Enric Casadevall Medrano,Stub,Andorra,715579296,0.08
Ricard de Haro Jiménez,Stub,Andorra,715579765,0.08
Jordi Jordana Rossell,Stub,Andorra,715579851,0.08
Toomas Frey,Stub,Estonia,715598852,1.3
"Friedrich Wilhelm, Count Brandenburg",Stub,Germany,715614942,82.8
Eduardo Pérez Bulnes,Stub,Argentina,715621127,44.5
Wilfried Maaß,Stub,Germany,715640467,82.8
Hannes Germann,Stub,Switzerland,715644976,8.5
Prosper Mugiraneza,Stub,Rwanda,715645737,12.6
Mykolas Arlauskas,Stub,Lithuania,715647796,2.8
Rimantas Astrauskas,Stub,Lithuania,715647929,2.8
Jagnula Kunovska,Start,Macedonia,715648720,2.1
Magnús Stefánsson,Stub,Iceland,715652379,0.4
Jón Sigurðsson (minister),Stub,Iceland,715652910,0.4
Mustapha Oukacha,Stub,Morocco,715653724,35.2
Jan Anne Jonkman,Stub,Netherlands,715660436,17.2
Roelof Kranenburg,Stub,Netherlands,715660499,17.2
Albertus van Naamen van Eemnes,Stub,Netherlands,715660859,17.2
Wesley Douglas (politician),Stub,South Africa,715660960,57.7
Caspar Baader,Stub,Switzerland,715662306,8.5
Piet Alexander Tallo,Stub,Indonesia,715663156,265.2
Bibit Waluyo,Stub,Indonesia,715663408,265.2
Soungalo Ouattara,Start,Burkina Faso,715668023,20.3
Ștefan Gonata,Stub,Romania,715670884,19.5
Alexandru Hurmuzaki,Stub,Romania,715670925,19.5
Tomás Gomensoro Albín,Stub,Uruguay,715672598,3.5
Phanduangchit Vongsa,Stub,Laos,715674695,7
Ruedi Lustenberger,Stub,Switzerland,715676648,8.5
Donatas Morkūnas,Stub,Lithuania,715679199,2.8
Li Qihong,Start,China,715686762,"1,393.8"
Jurgis Jurgelis,Stub,Lithuania,715690269,2.8
Dauda Badaru,Stub,Benin,715705490,11.5
Tiamiou Adjibadé,Stub,Benin,715706342,11.5
Frédéric Affo,Stub,Benin,715706418,11.5
Saturnin Soglo,Stub,Benin,715707810,11.5
Rihupisa Justus Kandando,Stub,Namibia,715716890,2.5
Domenico Maria Belzoppi,Stub,San Marino,715717659,0.03
Joseph Gnonlonfoun,Stub,Benin,715720061,11.5
Edgar Yves Monnou,Stub,Benin,715720088,11.5
Otto Glöckel,Stub,Austria,715731809,8.8
Sebastian Ignatius ǃGobs,Stub,Namibia,715737685,2.5
William Wake (governor),Stub,United Kingdom,715751162,66.4
Andrew Ramsay (governor),Stub,United Kingdom,715751185,66.4
Liaena Hernández Martínez,Stub,Cuba,715754404,11.1
Jessica Chamba,Stub,France,715767640,65.1
Sons of Yagbe'u Seyon,Start,Ethiopia,715768953,107.5
Kanidoua Naboho,Start,Burkina Faso,715775087,20.3
Hilda Tchoboian,Stub,France,715776600,65.1
Kate Molale,Start,South Africa,715783409,57.7
Moumouni Fabré,Stub,Burkina Faso,715783677,20.3
Väinö Hakkila,Stub,Finland,715785582,5.5
Dantes Tsitsi,Stub,Nauru,715788333,0.01
Shadlog Bernicke,Start,Nauru,715788447,0.01
Rykers Solomon,Stub,Nauru,715788501,0.01
Kauno Kleemola,Stub,Finland,715789722,5.5
Veikko Helle,Stub,Finland,715789918,5.5
Alfredo Cenzano,Stub,Peru,715791755,32.2
Joseph Tarka,Start,Nigeria,715792629,195.9
Michel Billout,Stub,France,715792775,65.1
Hamadou Moustapha,C,Cameroon,715794348,25.6
Terangi Adam,Stub,Nauru,715798348,0.01
Darizavyn Losol,Start,Mongolia,715806696,3.2
Francisco Manrique,Start,Argentina,715807782,44.5
Ragheb Harb,Stub,Lebanon,715812582,6.1
Zenon Klemensiewicz,Stub,Poland,715816150,38.4
Tikhon Kiselyov,Stub,Belarus,715821692,9.5
Egwale Anbesa,Stub,Ethiopia,715823605,107.5
Sam Akoitai,Start,Papua New Guinea,715834285,8.5
Martial Beti Marace,Stub,Central African Republic,715844276,4.7
Jukka Mikkola,Stub,Finland,715850349,5.5
Khaliq Junejo,Stub,Pakistan,715853058,200.6
Wolfgang Treu,Stub,Austria,715856024,8.8
Evelyn Hecht-Galinski,Stub,Germany,715863281,82.8
Henry Dzinotyiweyi,Stub,Zimbabwe,715867004,14
Joel Font Coma,Stub,Andorra,715867561,0.08
Alain Bernat Gallego,Stub,Andorra,715867755,0.08
Emili Prats Grau,Stub,Andorra,715869073,0.08
Samuel Manetoali,Start,Solomon Islands,715875991,0.7
Camilo Lammawin,Start,Philippines,715878914,107
Ali Osseiran,Stub,Lebanon,715890011,6.1
Claude Heller,Stub,Mexico,715899103,130.8
Miguel Sebastián Gascón,Start,Spain,715906259,46.7
Abraham Zinzindohoue,Stub,Benin,715911005,11.5
Wilhelm Engerth,Start,Austria,715911199,8.8
Phillip Gifford,Stub,United Kingdom,715911892,66.4
John Vaux,Stub,United Kingdom,715911916,66.4
George Cooke (Deputy Governor of Bombay),Stub,United Kingdom,715911998,66.4
Mohammad Nabi Safi,Stub,Afghanistan,715926834,36.5
Shah Mahmood Safi,Stub,Afghanistan,715926905,36.5
Jean Chrétien Baud,Start,Netherlands,715936855,17.2
Abdirahman Ahmed,Stub,Somalia,715936914,15.2
Santiago Fujimori,Stub,Peru,715943782,32.2
Rubén Arosemena,Stub,Panama,715944250,4.2
Otto Scavenius,Stub,Denmark,715946020,5.8
Hany Mahfouz Helal,Stub,Egypt,715947683,97
Maurice Maunoury,Stub,France,715950412,65.1
Sigurd Ømann,Start,Denmark,715955205,5.8
Mohamed Kakay,Stub,Sierra Leone,715956902,7.7
Félix de la Peña,Start,Argentina,715970272,44.5
Amirsho Miraliyev,Stub,Tajikistan,715978328,9.1
Jamtsangiin Damdinsüren,Start,Mongolia,715978464,3.2
Losolyn Laagan,Start,Mongolia,715978515,3.2
Mbongeleni Zondi,Stub,South Africa,715979322,57.7
Mei Bo,Start,China,715984549,"1,393.8"
Marie Bignold,Stub,Australia,715986139,24.1
René Radembino Coniquet,C,Gabon,715998619,2.1
Vincent de Paul Gondjout,Stub,Gabon,715999460,2.1
Simplice Guedet Manzela,Stub,Gabon,715999502,2.1
Luc Marat Abyla,Stub,Gabon,715999546,2.1
Marcellin Mve Ebang,Stub,Gabon,715999596,2.1
Roger Mengue Mi Ekomie,Stub,Gabon,715999871,2.1
Raphael Mangouala,Stub,Gabon,715999965,2.1
Sébastien Mamboundou Mouyama,Stub,Gabon,715999973,2.1
Aleksandr Fyodorovich Rittikh,Start,Russia,716005933,147.3
Félix de Berroeta,Stub,Chile,716009820,18.6
Richard Didier,Stub,France,716011515,65.1
Tofor,Stub,Vanuatu,716013773,0.3
Mir Dariya Khan Khoso,Stub,Pakistan,716014135,200.6
Edward Raradza,Stub,Zimbabwe,716017725,14
Siti Kassim,Start,Comoros,716020137,0.8
Janko Kamauf,Stub,Croatia,716034447,4.1
Enrique Cornelio Osornio Martínez de los Ríos,Start,Mexico,716039600,130.8
Dmytrо Vorona,Start,Ukraine,716051065,42.3
Jean de Dieu Kamuhanda,Start,Rwanda,716059737,12.6
Charles Ward (Deputy Governor of Bombay),Stub,United Kingdom,716066258,66.4
Gonçalo Vasques de Moura,Stub,Portugal,716083266,10.3
Jacques Teuira,Stub,France,716089410,65.1
Hans Reinhold von Fersen,Stub,Sweden,716091185,10.2
Fortunato Mizzi,Stub,Malta,716099141,0.5
Carlo Ginori,Stub,Italy,716100141,60.6
Tejan Amadu Mansaray,Stub,Sierra Leone,716100367,7.7
Alhaji A. B. Sheriff,Stub,Sierra Leone,716100439,7.7
Eric B. Jumu,Stub,Sierra Leone,716100886,7.7
Nenneh Lebbie,Stub,Sierra Leone,716100916,7.7
Jusufu Mansaray,Stub,Sierra Leone,716100960,7.7
Frank Kposowa,Stub,Sierra Leone,716100974,7.7
Vasyl Vovkun,Stub,Ukraine,716103190,42.3
Ledo Arroyo Torres,Stub,Uruguay,716107322,3.5
Juan Carlos Raffo Frávega,Stub,Uruguay,716107359,3.5
Template:MadagascarPMs,Stub,Madagascar,716113129,26.3
Reino Oittinen,Stub,Finland,716114639,5.5
Mamy Ranaivoniarivo,Stub,Madagascar,716122985,26.3
Peter Onu,Stub,Nigeria,716145017,195.9
Di Hollister,Stub,Australia,716154200,24.1
José Bernardo Escobar,Stub,Guatemala,716161165,17.2
Juan Antonio Martínez,Stub,Guatemala,716161498,17.2
Wolfgang Heinz (politician),Stub,Germany,716165385,82.8
Koora Rajanna,Stub,India,716169915,"1,371.3"
Peter Ochs,Start,Switzerland,716174219,8.5
Oscar Mina,Stub,San Marino,716204263,0.03
Massimo Cenci,Stub,San Marino,716204285,0.03
Sione Teisina Fuko,Stub,Tonga,716204554,0.1
Luis Alberto Ferrizo,Stub,Uruguay,716214761,3.5
Sergey Subbotin,Start,Russia,716237732,147.3
Christian Castillo (politician),Stub,Argentina,716244498,44.5
Sergio Chiamparino,Stub,Italy,716244553,60.6
Juan Carlos González Leiva,Stub,Cuba,716252945,11.1
Waldemar Achramowicz,Stub,Poland,716261754,38.4
Nilcéia Freire,C,Brazil,716265736,209.4
Mohamed Al-Amin Mohamed Al-Hadi,Stub,Somalia,716267835,15.2
José Miguel Martínez Hernández,Stub,Cuba,716330181,11.1
Marie-Josée Frank,Stub,Luxembourg,716333832,0.6
Lê Quang Đạo,Stub,Vietnam,716340487,94.7
Vicky Kippin,Start,Australia,716356017,24.1
Bongi Sithole,Stub,South Africa,716357259,57.7
Jean-Louis van Aelbroeck,Stub,Belgium,716366406,11.4
Pandolfo Petrucci,Start,Italy,716381187,60.6
Wang Shoucheng,B,China,716390323,"1,393.8"
Wojciech Flera,Stub,Poland,716400305,38.4
Nicolás Repetto,Start,Argentina,716400966,44.5
Norberto Piñero,Start,Argentina,716401288,44.5
Somsavat Lengsavad,Stub,Laos,716413934,7
Mohamed Salah Zaray,Stub,Tunisia,716418686,11.6
Onni Hiltunen,Stub,Finland,716424027,5.5
Christian Picquet,Stub,France,716440404,65.1
Ipuseng Ditshetelo,Stub,South Africa,716454735,57.7
Andżelika Borys,Stub,Poland,716457341,38.4
Antoine Portail,Start,France,716474968,65.1
Iliesa Duvuloco,Stub,Fiji,716486190,0.9
Maxime Lépine,Stub,Canada,716489196,37.2
Paula Björkqvist,Stub,Finland,716496048,5.5
Paul Hay du Chastelet,Stub,France,716498728,65.1
John Christie (mayor),Start,South Africa,716499299,57.7
Prosper Duvergier de Hauranne,Stub,France,716510359,65.1
Charles Costa de Beauregard,Start,France,716510912,65.1
Leopold Heinrich von Goltz,Stub,Germany,716529241,82.8
Ismail Yaacob,Stub,Malaysia,716531360,32.5
José Tamborini,Start,Argentina,716537576,44.5
Täçberdi Tagyýew,Stub,Turkmenistan,716540698,5.9
Annaguly Deryayev,Stub,Turkmenistan,716540775,5.9
Yklymberdi Paromov,Stub,Turkmenistan,716540805,5.9
Makhammetgeldi Annaamanov,Stub,Turkmenistan,716540858,5.9
Myratgeldy Akmammedov,Stub,Turkmenistan,716540924,5.9
Khalid bin Hamad bin Abdullah Al Thani,Start,Qatar,716549339,2.7
Osama Tawfiq al-Tikriti,Stub,Iraq,716552449,40.2
Hyacinthe Gaëtan de Lannion,Stub,France,716562775,65.1
Ivar Hansen,Start,Denmark,716568314,5.8
Agustín Goiburú,Start,Paraguay,716568936,6.9
Abdulrahman bin Jassim Al Thani,Stub,Qatar,716574045,2.7
Zakaria Mohamed Haji-Abdi,Start,Somalia,716576643,15.2
"Bernardino Fernández de Velasco, 1st Duke of Frías",Stub,Spain,716580750,46.7
Gustave Boël,Start,Belgium,716581805,11.4
Ferdinand Elbers,Stub,Belgium,716584836,11.4
John G. Bestman,Stub,Liberia,716590866,4.9
Adrien de Lezay-Marnésia,Stub,France,716590883,65.1
Lu Zongdao,Start,China,716596181,"1,393.8"
Beatrice Beckett,Start,United Kingdom,716596194,66.4
Mohammed Habib,Stub,Egypt,716599243,97
Muhammad bin Jabr Al Thani,Stub,Qatar,716602461,2.7
Madeleine de Grandmaison,Stub,France,716613766,65.1
Posesi Bloomfield,Stub,Marshall Islands,716621686,0.06
Serge Gilles,Stub,Haiti,716621788,10.8
Miroslav Abelovský,Stub,Slovakia,716634624,5.4
Marta Aibeková,Stub,Slovakia,716634720,5.4
Marián Andel,Stub,Slovakia,716635314,5.4
José Daras,Stub,Belgium,716638953,11.4
Michel Delacroix (politician),Stub,Belgium,716639292,11.4
John-Olof Persson,Stub,Sweden,716642687,10.2
Margriet Hermans,Stub,Belgium,716645878,11.4
Elke Tindemans,Stub,Belgium,716647502,11.4
André Van Nieuwkerke,Stub,Belgium,716648058,11.4
Paul Wille,Stub,Belgium,716652020,11.4
Antonis Georgiades,Stub,Cyprus,716653965,1.2
Ibrahim Al-Mudhaf,Stub,Kuwait,716656122,4.2
Víctor González Fuentes,Stub,Bolivia,716659401,11.3
Józef Kalasanty Szaniawski,B,Poland,716662759,38.4
Jean Desessard,Stub,France,716663585,65.1
Coelho Neto,C,Brazil,716667894,209.4
Rekayi Tangwena,Stub,Zimbabwe,716669163,14
Teófilo Forero,Stub,Colombia,716671177,49.8
Gilberto Vieira,Stub,Colombia,716671205,49.8
Vicente de Azcuénaga,Stub,Argentina,716674946,44.5
Omar Hashi Aden,Stub,Somalia,716681440,15.2
Franciszek Pius Radziwiłł,Stub,Poland,716681666,38.4
Ambroise-Dydime Lépine,Stub,Canada,716690197,37.2
Mohammed Kabbaj,Stub,Morocco,716693543,35.2
Opicino Spinola,Stub,Italy,716696406,60.6
Battista Spinola,Stub,Italy,716696548,60.6
Jonas Smilgevičius,Start,Lithuania,716698078,2.8
Kadyrbek Sarbayev,Stub,Kyrgyzstan,716704409,6.1
John Gunda,Stub,South Africa,716705278,57.7
Joachim Labrouche,Stub,France,716711149,65.1
Michael Dundon,Start,Malta,716715928,0.5
Stanisław Stempowski,Stub,Poland,716727697,38.4
Marcelo Duarte Matias,Stub,Portugal,716730134,10.3
Yaarub Bader,Stub,Syria,716731968,18.3
Jalal Al-Din Taheri,Start,Iran,716732135,81.6
Jessie Duarte,Stub,South Africa,716732320,57.7
Pakoa Kaltonga,Start,Vanuatu,716745385,0.3
Juan Manuel Guillén,Stub,Peru,716753310,32.2
Ali Shire Warsame,Stub,Somalia,716753627,15.2
Harry Iauko,C,Vanuatu,716755819,0.3
Stevens Mokgalapa,Stub,South Africa,716759958,57.7
Metuisela Mua,Start,Fiji,716762871,0.9
Jens Seipenbusch,Stub,Germany,716765168,82.8
Miklós Gimes,Stub,Hungary,716767066,9.8
Pyotr Lomako,Start,Russia,716773160,147.3
Tytti Seppänen,Stub,Finland,716795417,5.5
Helene Jarmer,Start,Austria,716795911,8.8
Rath Sarem,Stub,Cambodia,716812326,16
Jean Félix Demba Telo,Stub,Congo,716813981,5.4
Zefnoon Safai,Stub,Afghanistan,716814855,36.5
Karlo Filipović,Stub,Bosnia-Herzegovina,716820861,3.5
Alfred Harding,Stub,New Zealand,716826227,4.9
Tion Otang,Stub,Kiribati,716829027,0.1
Jens Beutel,Start,Germany,716839880,82.8
Johan Brautigam,Stub,Netherlands,716842243,17.2
Lodewijk Gerard Brocx,Stub,Netherlands,716842293,17.2
Duke of Franco,Stub,Spain,716842506,46.7
Dirk Donker Curtius,Stub,Netherlands,716842853,17.2
Herman Fokker,Stub,Netherlands,716843050,17.2
Johan Furstner,Stub,Netherlands,716843065,17.2
Leonard Geluk,Stub,Netherlands,716843117,17.2
Daniël Théodore Gevers van Endegeest,Stub,Netherlands,716843180,17.2
Jan Harte van Tecklenburg,Stub,Netherlands,716843425,17.2
Arie Heijkoop,Stub,Netherlands,716843440,17.2
Harm van Houten,Stub,Netherlands,716843564,17.2
Dolf Joekes,Stub,Netherlands,716843640,17.2
Jacob Kraus,Stub,Netherlands,716844015,17.2
Johannes Servaas Lotsy,Stub,Netherlands,716844177,17.2
Lambertus Neher,Stub,Netherlands,716844591,17.2
David van Ooijen,Stub,Netherlands,716844703,17.2
Joop van der Reijden,Stub,Netherlands,716845067,17.2
Max Rood,Stub,Netherlands,716845210,17.2
Bauke Roolvink,Stub,Netherlands,716845222,17.2
Jan Smallenbroek,Stub,Netherlands,716845668,17.2
Boele Staal,Stub,Netherlands,716845776,17.2
Dick Tommel,Stub,Netherlands,716846079,17.2
Boy Trip,Stub,Netherlands,716846128,17.2
Nico Verlaan,Stub,Netherlands,716846292,17.2
Jannewietske de Vries,Stub,Netherlands,716846503,17.2
Erik Marais,Stub,South Africa,716849546,57.7
Joseph Baumgartner,Stub,Germany,716850589,82.8
Karl Bickleder,Stub,Germany,716850828,82.8
Ken Andrew,Stub,South Africa,716853136,57.7
Alois Albert,Stub,Germany,716853884,82.8
European Radicals in Sri Lanka,Stub,Sri Lanka,716864173,21.7
Laoukein Kourayo Médard,Stub,Chad,716886170,15.4
Nadji Madou,Stub,Chad,716886788,15.4
Noël Milarew Odingar,Start,Chad,716891799,15.4
Carl Gustaf Bielke,Stub,Sweden,716899572,10.2
Manu Korovulavula,Start,Fiji,716901842,0.9
Léon Noël,Start,France,716904826,65.1
W. Garfield Case,C,Canada,716908156,37.2
Pedro José Cevallos,Stub,Ecuador,716908682,17
Guy Williams (politician),Stub,Canada,716924009,37.2
James McColl Dickson,Stub,New Zealand,716944323,4.9
May Birchard,Start,Canada,716960979,37.2
Electoral history of Mohsen Rezaee,Stub,Iran,716976407,81.6
Joaquim Crima,Stub,Russia,716987430,147.3
Tihon Konstantinov,Start,Moldova,716988617,3.5
Hans Booys,Stub,Namibia,716991969,2.5
André Joseph Abrial,Stub,France,716995643,65.1
Karen Poniachik,Stub,Chile,717007975,18.6
Bronisław Cieślak,Stub,Poland,717025949,38.4
Kazimierz Pietkiewicz,Stub,Poland,717028675,38.4
Phillip H. Muller,Stub,Marshall Islands,717035773,0.06
James Escott,Stub,New Zealand,717051000,4.9
Ewen McLennan,Stub,New Zealand,717051098,4.9
Chikahiko Koizumi,Stub,Japan,717053331,126.5
Ayisha Osori,Start,Nigeria,717055090,195.9
Nati Meir,Stub,Romania,717055277,19.5
William Todd (1803–1873),Stub,Canada,717061600,37.2
Yadollah Javani,Start,Iran,717092724,81.6
Ángel Serafín Seriche Dougan,Stub,Equatorial Guinea,717099557,1.3
Silvestre Siale Bileka,Stub,Equatorial Guinea,717099674,1.3
Miguel Abia Biteo Boricó,Start,Equatorial Guinea,717099724,1.3
Ricardo Mangue Obama Nfubea,Start,Equatorial Guinea,717099772,1.3
José Madriz,Stub,Nicaragua,717103901,6.3
Mario Maiolo,Stub,Italy,717111801,60.6
Gino Cauchi,Start,Malta,717114091,0.5
Di Shan,Stub,China,717127671,"1,393.8"
Léon Metz,Start,Luxembourg,717131440,0.6
Onegi Obel,Start,Uganda,717146307,44.1
Leonardo Ffrench,Stub,Mexico,717151526,130.8
Wacław Olszak,Start,Poland,717152290,38.4
Albert Planta,Stub,Canada,717154850,37.2
Maksim Mishchenko,Stub,Russia,717157626,147.3
Paul de Scherff,Stub,Luxembourg,717177663,0.6
Thomas Verny,Stub,France,717182246,65.1
Alessandro Dudan,Start,Italy,717184100,60.6
